,LSOA21CD,imd25_rank,led25_rank,imd19_score,led19_score,grid_id,train_test
3889,E01004131,25218,11915,11.154,22.861,4,train
3890,E01004132,32116,17795,6.647,19.344,4,train
3891,E01004133,31723,18222,6.482,18.95,4,train
3892,E01004134,22010,5560,11.832,28.225,4,train
3893,E01004135,27718,11999,7.552,13.811,8,train
3894,E01004136,30312,17317,8.396,17.536,4,train
3895,E01004137,24964,11262,16.018,32.141,8,train
3896,E01004138,19591,7247,14.166,34.544,8,train
3897,E01004139,20620,5614,9.611,25.654,8,train
3898,E01004140,7399,16119,33.998,32.096,8,train
3899,E01004141,10935,15600,21.087,16.537,8,train
3900,E01004143,22223,5447,11.79,31.699,8,train
3901,E01004144,26338,6920,8.77,20.939,8,train
3902,E01004145,22991,8092,12.273,22.927,8,train
3903,E01004146,24943,7831,12.483,30.821,8,train
3904,E01004147,27634,13279,9.428,15.85,8,train
3905,E01004148,11015,9760,23.361,25.836,8,train
3906,E01004149,24891,12872,9.979,21.527,8,train
3907,E01004150,15747,15479,21.634,22.771,8,train
3908,E01004151,22082,16725,14.853,22.345,8,train
3909,E01004152,18271,11958,14.903,27.279,8,train
3910,E01004153,25431,16854,13.116,24.528,8,train
3911,E01004154,32346,17393,4.873,13.544,8,train
3912,E01004155,28074,21504,8.123,16.773,8,train
3913,E01004156,24761,9290,9.004,21.19,8,train
3914,E01004157,33109,16540,3.327,17.676,8,train
3915,E01004158,27781,14748,7.905,21.106,8,train
3916,E01004159,24033,10703,14.179,25.291,8,train
3917,E01004160,26479,10289,9.329,27.051,8,train
3918,E01004161,27475,13831,8.007,13.252,8,train
3919,E01004162,21023,10089,11.476,18.397,8,train
3920,E01004163,24008,13271,14.594,33.014,8,train
3921,E01004164,23643,11407,12.098,39.602,8,train
3922,E01004165,16146,9591,16.373,23.038,8,train
3923,E01004166,21606,10625,11.417,18.76,8,train
3924,E01004167,9185,21539,31.388,17.496,8,train
3925,E01004168,27827,19561,8.689,19.172,8,train
3926,E01004169,16875,31093,27.196,27.223,8,train
3927,E01004170,21561,11295,10.215,37.92,8,train
3928,E01004171,26983,8807,6.369,18.196,8,train
3929,E01004172,10296,10051,20.888,22.363,8,train
3930,E01004173,22830,12272,13.552,22.336,8,train
3931,E01004174,17089,5133,17.325,29.047,8,train
3932,E01004175,25154,15177,10.891,14.46,8,train
3933,E01004176,19489,7666,11.911,26.353,8,train
3934,E01004177,12012,12360,18.938,28.262,8,train
3935,E01004178,13689,6679,17.18,37.094,8,train
3936,E01004179,31096,12768,7.235,25.933,8,train
3937,E01004180,32731,23266,5.028,10.746,8,train
3938,E01004181,16708,9571,16.45,29.413,8,train
3939,E01004182,9088,11809,25.061,28.376,8,train
3940,E01004183,9242,11015,28.494,27.714,8,train
3941,E01004184,8566,15695,29.765,26.674,8,train
3942,E01004185,8910,16127,43.208,20.815,8,train
3943,E01004186,19352,14361,13.757,29.398,8,train
3944,E01004187,13821,17911,22.532,27.184,8,train
3945,E01004189,9334,17198,28.594,29.638,8,train
3946,E01004190,32843,21720,4.657,15.837,4,train
3947,E01004191,25411,9940,7.762,19.858,4,train
3948,E01004192,23087,18413,11.343,17.393,4,train
3949,E01004193,25239,30039,12.377,12.171,4,train
3950,E01004194,20794,17305,11.041,17.118,4,train
3951,E01004195,23314,8932,9.504,23.907,4,train
3952,E01004196,30493,19736,5.776,14.408,4,train
3953,E01004198,3183,7176,42.068,31.078,10,test
3954,E01004199,3553,7166,43.877,33.528,10,test
3955,E01004200,12777,3236,27.239,75.606,10,test
3956,E01004201,10737,7561,25.908,31.073,14,train
3957,E01004202,11187,5918,25.423,37.885,10,test
3958,E01004203,7827,4607,28.299,37.905,10,test
3959,E01004204,5300,3388,33.995,34.145,10,test
3960,E01004205,2820,5657,37.904,29.438,10,test
3961,E01004206,2022,3344,43.126,26.973,10,test
3962,E01004207,3709,3203,34.765,41.959,14,train
3963,E01004208,7919,2923,25.084,56.306,10,test
3964,E01004209,2588,2274,42.475,31.452,10,test
3965,E01004211,6290,603,31.539,44.607,10,test
3966,E01004212,8034,7045,24.876,37.255,10,test
3967,E01004214,1919,14556,35.567,16.354,13,train
3968,E01004216,13837,20790,14.112,15.376,13,train
3969,E01004217,10251,14161,22.505,18.466,13,train
3970,E01004218,18216,17790,12.658,14.313,13,train
3971,E01004219,8309,4450,33.685,40.311,13,train
3972,E01004221,8544,10095,18.973,19.651,13,train
3973,E01004222,5303,10922,37.724,23.771,14,train
3974,E01004223,6074,8481,35.516,32.212,14,train
3975,E01004226,7482,10958,28.641,19.208,14,train
3976,E01004228,14838,4814,21.888,27.091,14,train
3977,E01004229,10007,7389,25.746,31.979,14,train
3978,E01004230,9721,3592,27.77,32.763,14,train
3979,E01004231,5070,9111,32.526,29.804,14,train
3980,E01004232,14122,2147,20.727,44.937,14,train
3981,E01004233,8733,17334,31.122,25.069,14,train
3982,E01004234,16434,1941,24.249,52.187,14,train
3983,E01004235,2295,5468,32.56,24.476,14,train
3984,E01004236,2199,6879,38.698,20.11,14,train
3985,E01004237,5076,8710,29.74,34.722,14,train
3986,E01004239,5020,9370,41.301,23.548,14,train
3987,E01004240,4624,9830,31.696,21.887,14,train
3988,E01004241,2576,13287,36.941,26.551,14,train
3989,E01004243,5839,7361,36.13,41.013,14,train
3990,E01004244,3483,8593,43.233,29.933,13,train
3991,E01004245,9098,14339,46.457,30.679,14,train
3992,E01004247,3648,9430,41.665,34.27,13,train
3993,E01004248,2206,8284,43.068,28.219,14,train
3994,E01004249,3256,8183,43.123,30.002,14,train
3995,E01004251,6008,9392,28.656,26.301,14,train
3996,E01004255,4417,7172,34.736,29.211,13,train
3997,E01004256,2972,4196,35.605,29.869,13,train
3998,E01004257,2876,5630,32.994,32.258,13,train
3999,E01004258,16769,7410,21.968,39.084,13,train
4000,E01004259,9011,2417,26.215,38.688,14,train
4001,E01004260,4413,9256,32.227,31.602,14,train
4002,E01004263,3959,4575,32.958,31.506,14,train
4003,E01004264,2880,6362,34.313,28.348,14,train
4004,E01004266,8498,4985,26.897,35.589,14,train
4005,E01004267,6878,7289,32.998,45.232,14,train
4006,E01004268,5222,7533,34.358,26.525,14,train
4007,E01004270,11150,4215,22.295,35.617,14,train
4008,E01004271,8384,10986,31.028,32.579,14,train
4009,E01004272,4069,11881,35.145,20.603,14,train
4010,E01004274,7716,17044,24.191,15.033,13,train
4011,E01004275,12258,11154,13.794,22.819,13,train
4012,E01004276,29477,16998,5.371,25.034,13,train
4013,E01004277,26984,12524,7.917,13.687,13,train
4014,E01004280,9476,10096,25.118,24.375,13,train
4015,E01004281,23276,20291,8.22,23.234,13,train
4016,E01004283,4333,8798,29.565,35.067,14,train
4017,E01004286,4894,4958,36.494,42.275,14,train
4018,E01004287,3838,9647,29.947,34.912,14,train
4019,E01004288,3567,9024,37.996,32.368,14,train
4020,E01004289,4969,5440,34.596,39.329,14,train
4021,E01004290,7672,7816,28.558,34.799,14,train
4022,E01004291,23180,7158,9.872,26.702,9,train
4023,E01004292,30381,19505,7.73,23.48,9,train
4024,E01004293,27562,8250,8.793,32.699,9,train
4025,E01004295,4826,6506,31.081,31.168,9,train
4026,E01004296,10228,11520,26.077,22.962,9,train
4027,E01004297,27253,6522,9.299,26.546,9,train
4028,E01004298,2338,5710,41.255,42.885,9,train
4029,E01004300,2678,3889,36.677,26.331,13,train
4030,E01004301,3192,2707,35.818,33.159,9,train
4031,E01004302,3257,5784,25.269,28.803,9,train
4032,E01004303,7318,8922,23.954,29.454,13,train
4033,E01004304,3364,5542,38.469,40.973,9,train
4034,E01004305,3619,4567,30.888,37.721,13,train
4035,E01004306,5760,2506,36.699,54.406,10,test
4036,E01004307,17906,1201,14.037,49.918,10,test
4037,E01004308,6123,7288,28.761,30.48,10,test
4038,E01004309,2794,5728,38.451,35.611,10,test
4039,E01004310,6873,3917,37.267,44.052,10,test
4040,E01004311,7026,6103,38.758,37.131,10,test
4041,E01004312,4179,3282,39.603,32.972,10,test
4042,E01004313,5371,4386,24.564,36.599,10,test
4043,E01004315,7807,4947,32.576,34.287,10,test
4044,E01004316,4209,17,39.089,46.213,10,test
4045,E01004319,5853,7367,32.582,34.485,9,train
4046,E01004321,5378,3021,33.782,34.102,10,test
4047,E01004322,3313,3360,32.255,38.304,10,test
4048,E01004323,5823,3116,27.821,24.016,10,test
4049,E01004324,3844,10871,37.489,32.97,14,train
4050,E01004326,5619,3280,26.259,39.698,10,test
4051,E01004327,10224,9061,30.077,33.794,14,train
4052,E01004328,10531,2530,23.151,54.277,14,train
4053,E01004329,11334,2886,23.702,44.211,14,train
4054,E01004330,17010,3526,16.923,45.274,14,train
4055,E01004331,7950,2083,22.836,32.482,14,train
4056,E01004332,8113,5396,28.195,36.146,14,train
4057,E01004333,8724,10352,27.949,26.464,14,train
4058,E01004334,4787,13060,44.7,22.907,14,train
4059,E01004335,4609,7230,39.67,31.142,14,train
4060,E01004336,7617,1423,24.337,36.357,14,train
4061,E01004337,6983,3809,26.107,32.445,14,train
4062,E01004338,12734,1911,19.373,40.248,14,train
4063,E01004339,14742,6463,24.516,36.545,14,train
4064,E01004340,6493,11418,43.177,29.089,14,train
4065,E01004341,6193,9413,32.124,31.812,14,train
4066,E01004342,11798,10216,22.387,31.994,14,train
4067,E01004343,20939,7308,15.753,34.693,14,train
4068,E01004344,10195,7886,30.519,36.74,14,train
4069,E01004345,14184,4096,20.885,38.391,14,train
4070,E01004346,19082,11687,18.181,33.167,14,train
4071,E01004347,19475,7216,15.495,29.731,14,train
4072,E01004348,13872,10286,18.169,31.663,14,train
4073,E01004349,12229,23556,29.854,26.854,15,train
4074,E01004350,12499,14775,28.615,39.94,15,train
4075,E01004351,26420,17025,15.035,25.236,15,train
4076,E01004352,26254,9759,10.412,23.031,15,train
4077,E01004353,21247,12991,16.068,18.579,15,train
4078,E01004354,18571,3283,13.633,27.656,15,train
4079,E01004355,12072,21956,25.177,20.492,15,train
4080,E01004356,15503,13070,25.903,21.536,15,train
4081,E01004357,18830,11344,17.614,19.608,15,train
4082,E01004358,17085,16768,22.079,18.691,15,train
4083,E01004359,22478,12199,12.677,23.397,15,train
4084,E01004360,27037,17544,13.149,22.266,15,train
4085,E01004361,24039,6041,15.397,36.556,15,train
4086,E01004362,15575,3703,23.288,43.409,14,train
4087,E01004363,16697,4367,19.357,35.437,14,train
4088,E01004364,8735,6817,32.04,37.988,14,train
4089,E01004365,6315,1136,29.303,35.412,14,train
4090,E01004366,19049,5742,19.553,43.608,14,train
4091,E01004367,9983,3268,27.28,39.226,14,train
4092,E01004368,15922,5056,21.837,35.964,14,train
4093,E01004369,15335,5837,15.818,26.508,14,train
4094,E01004370,16746,10252,14.491,37.648,14,train
4095,E01004371,16994,1973,20.617,44.729,14,train
4096,E01004372,22825,9727,11.815,41.33,14,train
4097,E01004373,11646,3067,25.577,53.813,14,train
4098,E01004374,18004,3112,17.097,36.324,14,train
4099,E01004375,13107,2870,20.785,39.45,14,train
4100,E01004376,12916,2597,22.168,44.289,14,train
4101,E01004377,18379,3982,19.845,34.626,14,train
4102,E01004378,15188,5891,22.983,36.043,14,train
4103,E01004379,27220,12932,11.817,29.735,15,train
4104,E01004380,17565,10957,22.668,30.229,14,train
4105,E01004381,20313,6098,15.405,34.205,14,train
4106,E01004382,10146,21820,38.703,24.742,14,train
4107,E01004383,24065,11885,14.955,27.387,14,train
4108,E01004384,6244,17011,32.114,23.46,15,train
4109,E01004385,10565,5345,33.462,25.139,15,train
4110,E01004386,30551,13107,8.937,22.272,15,train
4111,E01004387,33024,17827,7.179,20.874,15,train
4112,E01004388,13427,6099,19.354,24.751,15,train
4113,E01004389,10197,13472,31.036,27.252,15,train
4114,E01004390,9661,18553,34.954,23.299,15,train
4115,E01004391,13292,5352,21.317,30.521,14,train
4116,E01004392,9658,4275,26.237,47.562,14,train
4117,E01004393,7341,7234,21.831,33.733,14,train
4118,E01004394,8153,4603,36.022,31.787,14,train
4119,E01004395,18889,5744,17.268,36.361,10,test
4120,E01004396,13312,1528,19.912,45.536,14,train
4121,E01004397,9211,8193,26.872,37.09,14,train
4122,E01004398,6974,14634,37.907,30.857,14,train
4123,E01004399,6423,17783,47.476,36.676,14,train
4124,E01004400,10225,8907,29.213,43.839,14,train
4125,E01004401,14121,12380,22.183,27.297,14,train
4126,E01004402,10336,12825,32.696,44.82,14,train
4127,E01004403,11831,14979,30.776,38.272,14,train
4128,E01004404,9392,21271,28.71,29.398,14,train
4129,E01004405,12903,4019,28.415,38.237,14,train
4130,E01004406,11397,5024,22.458,52.112,14,train
4131,E01004407,1283,11222,41.22,33.091,14,train
4132,E01004408,14326,5177,23.297,37.404,14,train
4133,E01004409,11003,6812,27.417,34.327,14,train
4134,E01004410,9920,12664,34.24,26.62,14,train
4135,E01004411,14547,3227,26.46,36.317,14,train
4136,E01004412,18842,6959,18.448,32.632,14,train
4137,E01004413,9165,17680,32.226,23.385,15,train
4138,E01004414,14748,7323,21.52,26.507,15,train
4139,E01004415,11623,14301,26.422,20.425,15,train
4140,E01004416,21538,19259,22.953,24.11,15,train
4141,E01004417,16157,6213,23.066,32.189,15,train
4142,E01004418,17829,10171,19.401,31.604,15,train
4143,E01004419,15428,17370,21.127,49.508,14,train
4144,E01004420,3445,330,42.117,45.288,14,train
4145,E01004421,11019,3166,25.042,37.892,14,train
4146,E01004422,13506,8573,26.887,35.816,14,train
4147,E01004423,5238,2816,35.995,46.555,14,train
4148,E01004424,5742,4707,37.256,44.779,14,train
4149,E01004425,10738,5055,25.839,36.586,14,train
4150,E01004426,12965,2840,25.371,41.055,14,train
4151,E01004427,10121,3167,21.595,33.224,14,train
4152,E01004428,5232,13020,39.593,20.049,14,train
4153,E01004429,12197,11831,23.261,24.029,14,train
4154,E01004430,12369,6763,24.388,44.661,14,train
4155,E01004432,12203,4069,26.399,46.536,14,train
4156,E01004434,9187,8517,27.787,28.763,14,train
4157,E01004435,6722,4756,29.027,35.223,14,train
4158,E01004436,9808,1483,26.601,47.287,14,train
4159,E01004437,9275,3895,25.659,43.814,14,train
4160,E01004438,13801,2299,20.924,42.095,14,train
4161,E01004439,14847,2560,19.011,32.069,14,train
4162,E01004440,12507,3383,25.946,60.375,14,train
4163,E01004441,22879,7729,18.76,48.155,14,train
4164,E01004442,21910,7741,13.797,42.424,14,train
4165,E01004443,13232,5552,31.365,35.343,14,train
4166,E01004444,8380,6969,34.282,33.984,14,train
4167,E01004445,14509,5884,28.771,30.811,14,train
4168,E01004446,15424,5048,23.406,41.556,14,train
4169,E01004447,17677,4667,16.828,36.406,14,train
4170,E01004448,11494,8513,26.678,33.466,14,train
4171,E01004449,5057,18061,46.275,18.525,14,train
4172,E01004450,22004,7646,15.897,31.112,15,train
4173,E01004451,18757,9138,16.07,27.973,15,train
4174,E01004452,11102,7192,24.84,31.047,15,train
4175,E01004453,12475,6075,25.765,33.76,15,train
4176,E01004454,14683,12091,24.382,29.576,15,train
4177,E01004455,9251,8778,29.351,27.644,14,train
4178,E01004456,5358,18515,42.734,19.263,15,train
4179,E01004457,13478,4897,20.481,32.514,14,train
4180,E01004458,10597,3519,26.207,41.086,14,train
4181,E01004459,3855,20925,43.377,19.831,14,train
4182,E01004460,10478,2409,29.841,37.218,14,train
4183,E01004462,14711,7423,23.842,34.836,14,train
4184,E01004463,20729,13816,14.978,26.157,14,train
4185,E01004464,6147,7053,37.506,23.984,14,train
4186,E01004465,20815,7094,18.111,37.062,14,train
4187,E01004466,24445,5521,14.801,35.318,14,train
4188,E01004467,6783,8096,29.626,42.568,14,train
4189,E01004468,20567,6758,17.863,35.718,14,train
4190,E01004469,5318,13744,39.486,24.582,14,train
4191,E01004470,9749,4474,34.263,45.629,14,train
4192,E01004471,9853,7960,32.772,49.79,14,train
4193,E01004472,29207,7845,9.879,25.822,9,train
4194,E01004473,26061,5384,11.875,27.068,9,train
4195,E01004474,19080,5334,17.524,33.367,9,train
4196,E01004475,24493,5015,15.977,37.588,9,train
4197,E01004476,22491,4365,13.593,27.895,9,train
4198,E01004477,30612,3623,5.093,29.857,9,train
4199,E01004478,31173,4205,4.363,31.422,9,train
4200,E01004479,28595,2387,10.238,32.519,9,train
4201,E01004480,27957,2070,7.239,31.204,9,train
4202,E01004481,20958,2460,15.155,34.632,9,train
4203,E01004482,24137,4835,15.123,30.884,9,train
4204,E01004483,25947,15671,14.025,39.827,9,train
4205,E01004484,22878,5572,18.333,28.479,9,train
4206,E01004485,23320,8472,16.136,40.244,9,train
4207,E01004486,25096,7065,17.646,29.114,9,train
4208,E01004487,20894,8756,21.375,30.637,9,train
4209,E01004488,23051,3399,14.58,43.61,9,train
4210,E01004489,16893,6806,26.942,68.334,9,train
4211,E01004490,30059,4626,7.244,38.508,9,train
4212,E01004491,22682,10284,14.207,24.004,9,train
4213,E01004492,19980,6902,15.53,31.317,9,train
4214,E01004493,20653,8191,13.604,26.642,9,train
4215,E01004494,18443,6364,19.102,26.113,9,train
4216,E01004495,14811,9702,23.496,20.94,9,train
4217,E01004496,21760,5210,11.991,28.51,9,train
4218,E01004497,23848,8466,16.446,33.128,9,train
4219,E01004498,28003,7971,8.707,28.856,9,train
4220,E01004499,21534,2716,13.847,31.313,9,train
4221,E01004500,26021,14010,10.92,28.012,5,test
4222,E01004501,15622,3944,17.726,25.865,5,test
4223,E01004502,28376,2766,9.379,40.132,9,train
4224,E01004503,18941,3239,18.546,35.955,5,test
4225,E01004504,28461,5265,9.832,38.847,9,train
4226,E01004505,29564,7238,7.752,31.298,5,test
4227,E01004506,29310,9029,9.478,33.738,5,test
4228,E01004507,29312,11677,8.65,31.184,5,test
4229,E01004508,24472,2683,10.753,37.444,9,train
4230,E01004510,25379,5813,8.768,27.56,9,train
4231,E01004511,26585,1389,8.087,36.202,9,train
4232,E01004512,27079,7129,12.491,30.881,9,train
4233,E01004513,16825,5811,18.296,25.487,9,train
4234,E01004514,24997,2058,9.256,32.853,9,train
4235,E01004515,19678,7146,14.846,22.887,9,train
4236,E01004516,25437,2141,12.313,41.109,9,train
4237,E01004517,15359,4868,14.927,24.467,9,train
4238,E01004518,22219,4884,13.045,39.252,9,train
4239,E01004519,16818,7524,16.635,33.615,9,train
4240,E01004520,17675,6986,16.54,34.086,9,train
4241,E01004521,16355,4915,16.432,28.377,9,train
4242,E01004522,13597,3445,18.304,33.546,8,train
4243,E01004523,16424,4928,19.06,37.293,9,train
4244,E01004524,5080,10893,35.049,22.484,9,train
4245,E01004525,10712,2549,21.561,38.572,9,train
4246,E01004526,14377,6399,22.8,35.758,9,train
4247,E01004527,21144,4412,15.258,36.627,9,train
4248,E01004528,6892,11748,28.667,30.365,9,train
4249,E01004529,19588,5833,13.45,35.471,9,train
4250,E01004530,21062,6931,15.181,30.927,9,train
4251,E01004531,13616,4613,25.305,43.357,9,train
4252,E01004532,20862,9231,16.141,26.663,9,train
4253,E01004533,11931,4231,27.038,35.326,9,train
4254,E01004534,23241,784,13.523,41.62,9,train
4255,E01004535,3494,7635,37.698,23.307,9,train
4256,E01004536,12025,2403,23.52,55.448,9,train
4257,E01004537,8685,7573,33.441,27.221,9,train
4258,E01004538,16009,9465,25.102,26.219,9,train
4259,E01004539,8496,7099,34.145,26.808,9,train
4260,E01004540,14101,3522,26.388,34.216,9,train
4261,E01004541,5685,8652,38.578,24.865,9,train
4262,E01004542,30124,5176,6.98,27.103,9,train
4263,E01004543,28939,2945,7.903,28.847,9,train
4264,E01004544,29017,4264,12.086,32.832,9,train
4265,E01004545,27165,3800,10.551,40.603,9,train
4266,E01004546,29821,5714,6.62,23.953,9,train
4267,E01004547,20239,7811,20.336,23.142,9,train
4268,E01004548,19844,3941,17.492,36.402,9,train
4269,E01004549,19491,2527,19.334,30.185,9,train
4270,E01004550,20475,7871,13.202,20.351,9,train
4271,E01004551,17015,5855,17.486,44.859,9,train
4272,E01004552,23095,2307,10.655,36.854,9,train
4273,E01004553,26887,3370,11.274,27.781,9,train
4274,E01004554,26040,443,6.516,35.285,9,train
4275,E01004555,28039,995,4.844,34.083,9,train
4276,E01004556,28879,2162,4.709,32.98,9,train
4277,E01004557,28086,4417,8.329,32.23,9,train
4278,E01004558,28890,4287,5.821,23.738,9,train
4279,E01004559,29748,3139,7.589,34.493,9,train
4280,E01004560,19458,1267,17.433,53.31,9,train
4281,E01004563,9364,4348,30.537,72.509,9,train
4282,E01004564,15805,2091,18.491,32.062,9,train
4283,E01004565,14368,801,19.254,34.529,9,train
4284,E01004566,22328,439,11.738,40.904,9,train
4285,E01004567,8251,10570,31.614,18.798,9,train
4286,E01004568,9648,13145,23.695,18.56,5,test
4287,E01004569,6440,3835,24.659,23.832,5,test
4288,E01004570,5537,11563,33.572,16.594,5,test
4289,E01004571,7680,13298,24.607,23.852,5,test
4290,E01004572,14893,7430,22.976,21.583,5,test
4291,E01004573,10588,7498,27.314,36.312,5,test
4292,E01004574,5481,18247,34.899,15.623,5,test
4293,E01004575,10076,8822,29.395,26.946,5,test
4294,E01004576,8651,11848,26.61,20.089,5,test
4295,E01004577,23896,4637,14.287,42.729,9,train
4296,E01004579,21176,1974,18.872,43.297,9,train
4297,E01004580,19830,6077,18.717,38.607,9,train
4298,E01004581,21933,7135,15.428,35.66,9,train
4299,E01004582,29607,9995,9.047,34.612,9,train
4300,E01004583,22170,7876,12.262,29.071,9,train
4301,E01004584,8647,7750,32.114,22.898,9,train
4302,E01004585,22890,1820,10.139,34.928,9,train
4303,E01004586,25898,1068,10.15,41.035,9,train
4304,E01004587,26185,863,8.468,41.792,9,train
4305,E01004588,21304,780,12.896,45.709,9,train
4306,E01004589,26504,914,7.633,42.642,9,train
4307,E01004590,11447,3289,25.382,35.862,9,train
4308,E01004591,14249,5789,18.629,31.353,9,train
4309,E01004592,7786,635,25.647,36.317,9,train
4310,E01004593,27167,5158,8.54,24.414,9,train
4311,E01004594,31017,4516,5.248,33.326,9,train
4312,E01004595,28817,8370,8.241,29.988,9,train
4313,E01004596,30667,6438,6.139,36.42,9,train
4314,E01004597,26396,9176,11.97,26.817,9,train
4315,E01004598,31266,10624,8.252,36.164,9,train
4316,E01004599,32762,9529,3.568,25.511,9,train
4317,E01004601,19562,7294,19.4,33.847,9,train
4318,E01004602,27192,1634,9.577,45.217,5,test
4319,E01004604,27297,605,7.81,41.458,5,test
4320,E01004605,21490,2863,12.649,25.842,5,test
4321,E01004606,27638,1237,6.039,38.531,5,test
4322,E01004607,27858,1269,6.918,34.003,5,test
4323,E01004608,20782,2962,15.701,28.095,5,test
4324,E01004609,22900,2882,11.246,46.29,5,test
4325,E01004610,23957,7097,19.919,36.117,9,train
4326,E01004611,19886,2737,15.858,41.299,9,train
4327,E01004612,13678,1729,21.038,34.986,9,train
4328,E01004613,8861,2051,32.542,52.271,9,train
4329,E01004614,18230,6279,17.52,25.969,9,train
4330,E01004615,4750,7643,37.117,26.204,9,train
4331,E01004616,16416,3802,16.16,28.502,9,train
4332,E01004617,16324,5924,22.718,21.253,9,train
4333,E01004618,27804,4248,13.315,33.192,9,train
4334,E01004619,27663,2639,13.597,42.324,9,train
4335,E01004620,25201,5774,13.595,41.187,9,train
4336,E01004621,23867,3676,16.179,40.286,9,train
4337,E01004622,12463,6672,21.096,31.991,9,train
4338,E01004623,28153,8490,8.842,21.572,9,train
4339,E01004624,21922,10628,19.498,25.33,9,train
4340,E01004625,32416,7371,7.552,31.706,9,train
4341,E01004626,23443,13668,14.008,30.374,9,train
4342,E01004627,24819,2565,10.143,32.729,9,train
4343,E01004628,13952,12021,23.386,21.544,5,test
4344,E01004629,28322,8113,8.717,24.127,5,test
4345,E01004630,7095,14697,29.906,18.181,5,test
4346,E01004631,14338,11963,20.805,28.338,5,test
4347,E01004632,24743,7707,8.395,23.534,5,test
4348,E01004633,6784,15298,26.263,19.173,5,test
4349,E01004634,19268,12810,12.856,23.821,5,test
4350,E01004635,20046,13729,13.215,19.649,5,test
4351,E01004636,17499,16957,15.699,20.888,5,test
4352,E01004637,17284,16843,14.919,17.219,5,test
4353,E01004638,29021,3214,6.727,30.705,5,test
4354,E01004639,24611,3281,10.4,35.268,5,test
4355,E01004640,29178,3442,5.165,25.728,5,test
4356,E01004641,18255,3338,19.668,34.595,5,test
4357,E01004642,19006,12832,22.167,23.791,5,test
4358,E01004643,13727,13445,21.764,18.482,5,test
4359,E01004644,20373,13871,18.179,19.008,5,test
4360,E01004645,9302,15918,28.701,18.554,5,test
4361,E01004646,20436,1805,14.374,47.688,10,test
4362,E01004647,15228,2048,16.324,39.136,10,test
4363,E01004648,23070,2975,10.456,30.686,10,test
4364,E01004649,28323,3625,6.385,26.962,10,test
4365,E01004650,27933,3194,5.964,32.409,10,test
4366,E01004651,26140,3254,9.221,40.12,10,test
4367,E01004652,15289,2502,15.871,33.505,10,test
4368,E01004653,24203,2640,10.84,40.894,10,test
4369,E01004654,21325,2541,12.798,39.314,9,train
4370,E01004656,11404,1780,23.605,44.198,10,test
4371,E01004657,20579,310,11.499,50.447,10,test
4372,E01004658,14126,1584,15.648,40.935,10,test
4373,E01004659,20117,2103,7.589,30.629,10,test
4374,E01004660,24078,1008,8.583,39.256,10,test
4375,E01004661,16285,1313,20.233,52.05,10,test
4376,E01004662,18684,15,12.001,61.821,10,test
4377,E01004663,15482,399,17.986,40.493,10,test
4378,E01004665,2470,5987,36.498,26.967,9,train
4379,E01004668,8842,1945,18.423,35.177,9,train
4380,E01004669,5728,2558,30.923,35.671,9,train
4381,E01004670,2194,9607,48.003,23.928,10,test
4382,E01004674,4914,6799,34.303,31.277,10,test
4383,E01004675,4318,7246,33.045,32.767,10,test
4384,E01004676,10450,4152,21.229,29.282,10,test
4385,E01004677,8656,7844,22.942,30.175,10,test
4386,E01004678,8683,5028,24.677,31.431,10,test
4387,E01004679,3738,6566,32.133,44.142,10,test
4388,E01004680,22098,437,11.027,44.367,9,train
4389,E01004681,22442,2394,12.054,45.063,10,test
4390,E01004682,11815,549,14.246,47.705,9,train
4391,E01004683,23718,430,8.566,37.698,9,train
4392,E01004684,11632,2144,21.313,46.891,10,test
4393,E01004686,6388,1608,23.844,51.444,10,test
4394,E01004687,26945,792,6.967,38.612,9,train
4395,E01004690,24755,441,5.445,36.369,9,train
4396,E01004691,25385,672,10.967,59.133,9,train
4397,E01004692,25711,1232,6.602,37.317,9,train
4398,E01004693,21484,598,12.614,47.548,9,train
4399,E01004694,18171,715,8.45,36.628,9,train
4400,E01004695,13076,747,12.739,36.709,9,train
4401,E01004696,5121,3552,32.394,35.34,10,test
4402,E01004697,17671,2613,16.233,44.723,9,train
4403,E01004698,10461,2509,19.958,38.327,9,train
4404,E01004699,16537,2681,14.726,51.443,9,train
4405,E01004700,16988,1099,11.301,40.504,9,train
4406,E01004701,23604,2650,9.41,44.905,10,test
4407,E01004702,3233,3681,42.113,37.474,10,test
4408,E01004703,22915,1723,10.512,38.993,10,test
4409,E01004705,26415,2939,5.344,33.803,10,test
4410,E01004706,27008,4971,7.391,27.727,10,test
4411,E01004707,28257,2517,3.915,26.515,10,test
4412,E01004708,11850,5648,22.865,45.923,10,test
4413,E01004709,11727,3299,20.127,30.62,10,test
4414,E01004710,8049,9130,31.131,33.88,10,test
4415,E01004711,7370,8295,24.274,27.529,10,test
4416,E01004712,21777,1208,11.061,50.201,10,test
4417,E01004713,27616,567,7.513,49.819,10,test
4418,E01004714,26473,1719,10.268,57.811,10,test
4419,E01004715,16737,2646,15.84,37.274,10,test
4420,E01004716,28688,1662,7.362,45.614,10,test
4421,E01004717,23488,734,12.041,69.231,10,test
4422,E01004718,7118,6958,29.795,40.099,6,train
4423,E01004719,6503,7512,28.56,42.808,6,train
4424,E01004720,8101,4222,32.043,42.833,6,train
4425,E01004721,2920,5113,38.504,31.75,6,train
